request_id,amount_safe_to_pay,affordability_status,recommended_payment_method,payment_plan,earliest_date_for_full_payment,spending_changes_needed,decision_explanation
request_207,11818.45,affordable_with_plan,installments,2026-07-12:680.23|2026-08-12:680.23|2026-09-12:680.23|2026-10-13:680.23|2026-11-13:680.23|2026-12-14:680.23|2027-01-14:680.23|2027-02-14:680.23|2027-03-17:680.23|2027-04-17:680.23|2027-05-18:680.23|2027-06-18:680.23|2027-07-19:680.23|2027-08-19:680.23|2027-09-19:680.23|2027-10-20:680.23|2027-11-20:680.23|2027-12-21:680.23,2026-07-05,none,"Use 18 installments of ZAR 680.23, starting 05 July 2026. This leaves at least ZAR 24688.91 available."
request_208,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 10470700.00 minimum protected.
request_209,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 18400.00 minimum protected.
request_210,1358.69,affordable_with_plan,partial_payment,2026-04-06:1358.69|2026-04-06:1.33,2026-04-06,none,"Pay USD 1358.69 today, and the rest later. This protects the USD 2000.00 minimum."
request_211,1226.17,affordable_with_plan,installments,2024-09-10:100.50|2024-10-08:100.50|2024-11-05:100.50|2024-12-03:100.50|2024-12-31:100.50|2025-01-28:100.50|2025-02-25:100.50|2025-03-25:100.50|2025-04-22:100.50|2025-05-20:100.50|2025-06-17:100.50|2025-07-15:100.50|2025-08-12:100.50|2025-09-09:100.50|2025-10-07:100.50|2025-11-04:100.50|2025-12-02:100.50|2025-12-30:100.50|2026-01-27:100.50|2026-02-24:100.50|2026-03-24:100.50,,none,"Use 21 installments of EUR 100.50, starting today. This leaves at least EUR 2426.39 available."
request_212,22338878.91,affordable_with_plan,installments,2025-02-19:5275160.00|2025-03-21:5275160.00|2025-04-20:5275160.00|2025-05-20:5275160.00|2025-06-19:5275160.00|2025-07-19:5275160.00|2025-08-18:5275160.00|2025-09-17:5275160.00|2025-10-17:5275160.00|2025-11-16:5275160.00|2025-12-16:5275160.00|2026-01-15:5275160.00|2026-02-14:5275160.00|2026-03-16:5275160.00|2026-04-15:5275160.00,,none,"Use 15 installments of IDR 5275160.00, starting today. This leaves at least IDR 36098320.00 available."
request_213,3359.12,affordable_with_plan,installments,2026-01-21:1165.63|2026-02-20:1165.63|2026-03-22:1165.63,2026-01-07,none,"Use 3 installments of USD 1165.63, starting 07 January 2026. This leaves at least USD 8555.05 available."
request_214,69681.88,affordable_with_plan,partial_payment,2024-12-04:69681.88|2024-12-04:68.12,2024-12-04,none,"Pay INR 69681.88 today, and the rest later. This protects the INR 174900.00 minimum."
request_215,29956.72,affordable_with_plan,installments,2025-05-09:10395.15|2025-06-06:10395.15|2025-07-04:10395.15,2025-05-06,none,"Use 3 installments of ZAR 10395.15, starting 06 May 2025. This leaves at least ZAR 62765.71 available."
request_216,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1800.00 minimum protected.
request_217,31588.48,affordable_with_plan,installments,2024-03-05:2089.16|2024-04-02:2089.16|2024-04-30:2089.16|2024-05-28:2089.16|2024-06-25:2089.16|2024-07-23:2089.16|2024-08-20:2089.16|2024-09-17:2089.16|2024-10-15:2089.16|2024-11-12:2089.16|2024-12-10:2089.16|2025-01-07:2089.16|2025-02-04:2089.16|2025-03-04:2089.16|2025-04-01:2089.16|2025-04-29:2089.16|2025-05-27:2089.16|2025-06-24:2089.16|2025-07-22:2089.16|2025-08-19:2089.16|2025-09-16:2089.16,,none,"Use 21 installments of ZAR 2089.16, starting today. This leaves at least ZAR 50045.33 available."
request_218,37915205.08,affordable_with_plan,installments,2025-08-10:4483746.67|2025-09-09:4483746.67|2025-10-09:4483746.67|2025-11-08:4483746.67|2025-12-08:4483746.67|2026-01-07:4483746.67|2026-02-06:4483746.67|2026-03-08:4483746.67|2026-04-07:4483746.67|2026-05-07:4483746.67|2026-06-06:4483746.67|2026-07-06:4483746.67|2026-08-05:4483746.67|2026-09-04:4483746.67|2026-10-04:4483746.67,,none,"Use 15 installments of IDR 4483746.67, starting today. This leaves at least IDR 58968374.79 available."
request_219,1671.47,affordable_with_plan,installments,2026-04-11:105.96|2026-05-12:105.96|2026-06-12:105.96|2026-07-13:105.96|2026-08-13:105.96|2026-09-13:105.96|2026-10-14:105.96|2026-11-14:105.96|2026-12-15:105.96|2027-01-15:105.96|2027-02-15:105.96|2027-03-18:105.96|2027-04-18:105.96|2027-05-19:105.96|2027-06-19:105.96|2027-07-20:105.96|2027-08-20:105.96|2027-09-20:105.96,2026-04-04,none,"Use 18 installments of EUR 105.96, starting 04 April 2026. This leaves at least EUR 2497.63 available."
request_220,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1100.00 minimum protected.
request_221,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 81500.00 minimum protected.
request_222,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 27300.00 minimum protected.
request_223,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 800.00 minimum protected.
request_224,10316915.04,affordable_with_plan,partial_payment,2025-02-04:10316915.04|2025-02-04:10084.96,2025-02-04,none,"Pay IDR 10316915.04 today, and the rest later. This protects the IDR 22187600.00 minimum."
request_225,18116815.43,affordable_with_plan,installments,2026-07-06:1397070.00|2026-08-06:1397070.00|2026-09-06:1397070.00|2026-10-07:1397070.00|2026-11-07:1397070.00|2026-12-08:1397070.00|2027-01-08:1397070.00|2027-02-08:1397070.00|2027-03-11:1397070.00|2027-04-11:1397070.00|2027-05-12:1397070.00|2027-06-12:1397070.00|2027-07-13:1397070.00|2027-08-13:1397070.00|2027-09-13:1397070.00|2027-10-14:1397070.00|2027-11-14:1397070.00|2027-12-15:1397070.00,,none,"Use 18 installments of IDR 1397070.00, starting today. This leaves at least IDR 31599949.60 available."
request_226,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 209400.00 minimum protected.
request_227,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 62900.00 minimum protected.
request_228,10513271.48,affordable_with_plan,installments,2026-04-10:3219122.50|2026-05-10:3219122.50|2026-06-09:3219122.50|2026-07-09:3219122.50|2026-08-08:3219122.50|2026-09-07:3219122.50|2026-10-07:3219122.50|2026-11-06:3219122.50|2026-12-06:3219122.50|2027-01-05:3219122.50|2027-02-04:3219122.50|2027-03-06:3219122.50|2027-04-05:3219122.50|2027-05-05:3219122.50|2027-06-04:3219122.50|2027-07-04:3219122.50|2027-08-03:3219122.50|2027-09-02:3219122.50|2027-10-02:3219122.50|2027-11-01:3219122.50|2027-12-01:3219122.50|2027-12-31:3219122.50|2028-01-30:3219122.50|2028-02-29:3219122.50,,none,"Use 24 installments of IDR 3219122.50, starting today. This leaves at least IDR 27091182.50 available."
request_229,726.12,affordable_with_plan,installments,2024-03-04:85.79|2024-04-01:85.79|2024-04-29:85.79|2024-05-27:85.79|2024-06-24:85.79|2024-07-22:85.79|2024-08-19:85.79|2024-09-16:85.79|2024-10-14:85.79|2024-11-11:85.79|2024-12-09:85.79|2025-01-06:85.79|2025-02-03:85.79|2025-03-03:85.79|2025-03-31:85.79|2025-04-28:85.79|2025-05-26:85.79|2025-06-23:85.79|2025-07-21:85.79|2025-08-18:85.79|2025-09-15:85.79,,none,"Use 21 installments of EUR 85.79, starting today. This leaves at least EUR 1384.36 available."
request_230,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 2000.00 minimum protected.
request_231,35671.13,affordable_with_plan,installments,2026-01-10:2261.38|2026-02-10:2261.38|2026-03-13:2261.38|2026-04-13:2261.38|2026-05-14:2261.38|2026-06-14:2261.38|2026-07-15:2261.38|2026-08-15:2261.38|2026-09-15:2261.38|2026-10-16:2261.38|2026-11-16:2261.38|2026-12-17:2261.38|2027-01-17:2261.38|2027-02-17:2261.38|2027-03-20:2261.38|2027-04-20:2261.38|2027-05-21:2261.38|2027-06-21:2261.38,2026-01-03,none,"Use 18 installments of ZAR 2261.38, starting 03 January 2026. This leaves at least ZAR 77806.45 available."
request_232,1868.13,affordable_with_plan,installments,2024-06-19:110.70|2024-07-17:110.70|2024-08-14:110.70|2024-09-11:110.70|2024-10-09:110.70|2024-11-06:110.70|2024-12-04:110.70|2025-01-01:110.70|2025-01-29:110.70|2025-02-26:110.70|2025-03-26:110.70|2025-04-23:110.70|2025-05-21:110.70|2025-06-18:110.70|2025-07-16:110.70|2025-08-13:110.70|2025-09-10:110.70|2025-10-08:110.70|2025-11-05:110.70|2025-12-03:110.70|2025-12-31:110.70,,none,"Use 21 installments of EUR 110.70, starting today. This leaves at least EUR 3937.30 available."
request_233,6234905.27,affordable_with_plan,partial_payment,2025-11-07:6234905.27|2025-11-07:6094.73,2025-11-07,none,"Pay IDR 6234905.27 today, and the rest later. This protects the IDR 10365700.00 minimum."
request_234,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 700.00 minimum protected.
request_235,966.26,affordable_with_plan,installments,2024-09-13:54.35|2024-10-11:54.35|2024-11-08:54.35|2024-12-06:54.35|2025-01-03:54.35|2025-01-31:54.35|2025-02-28:54.35|2025-03-28:54.35|2025-04-25:54.35|2025-05-23:54.35|2025-06-20:54.35|2025-07-18:54.35|2025-08-15:54.35|2025-09-12:54.35|2025-10-10:54.35|2025-11-07:54.35|2025-12-05:54.35|2026-01-02:54.35|2026-01-30:54.35|2026-02-27:54.35|2026-03-27:54.35,2024-09-06,none,"Use 21 installments of USD 54.35, starting 06 September 2024. This leaves at least USD 1923.23 available."
request_236,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 16768600.00 minimum protected.
request_237,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 22431500.00 minimum protected.
request_238,662.95,affordable_with_plan,installments,2024-12-10:37.29|2025-01-07:37.29|2025-02-04:37.29|2025-03-04:37.29|2025-04-01:37.29|2025-04-29:37.29|2025-05-27:37.29|2025-06-24:37.29|2025-07-22:37.29|2025-08-19:37.29|2025-09-16:37.29|2025-10-14:37.29|2025-11-11:37.29|2025-12-09:37.29|2026-01-06:37.29|2026-02-03:37.29|2026-03-03:37.29|2026-03-31:37.29|2026-04-28:37.29|2026-05-26:37.29|2026-06-23:37.29,2024-12-07,none,"Use 21 installments of USD 37.29, starting 07 December 2024. This leaves at least USD 1732.91 available."
request_239,641.37,affordable_with_plan,installments,2025-05-11:47.08|2025-06-10:47.08|2025-07-10:47.08|2025-08-09:47.08|2025-09-08:47.08|2025-10-08:47.08|2025-11-07:47.08|2025-12-07:47.08|2026-01-06:47.08|2026-02-05:47.08|2026-03-07:47.08|2026-04-06:47.08|2026-05-06:47.08|2026-06-05:47.08|2026-07-05:47.08,2025-05-04,none,"Use 15 installments of USD 47.08, starting 04 May 2025. This leaves at least USD 1847.66 available."
request_240,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 52800.00 minimum protected.
request_241,21031441.41,affordable_with_plan,installments,2024-03-17:7298026.67|2024-04-17:7298026.67|2024-05-18:7298026.67,2024-03-03,none,"Use 3 installments of IDR 7298026.67, starting 03 March 2024. This leaves at least IDR 66739242.13 available."
request_242,368.77,affordable_with_plan,installments,2025-08-19:99.98|2025-09-16:99.98|2025-10-14:99.98|2025-11-11:99.98|2025-12-09:99.98|2026-01-06:99.98|2026-02-03:99.98|2026-03-03:99.98|2026-03-31:99.98|2026-04-28:99.98|2026-05-26:99.98|2026-06-23:99.98|2026-07-21:99.98|2026-08-18:99.98|2026-09-15:99.98|2026-10-13:99.98|2026-11-10:99.98|2026-12-08:99.98|2027-01-05:99.98|2027-02-02:99.98|2027-03-02:99.98|2027-03-30:99.98|2027-04-27:99.98|2027-05-25:99.98,,none,"Use 24 installments of EUR 99.98, starting today. This leaves at least EUR 669.46 available."
request_243,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 19900.00 minimum protected.
request_244,49869.25,affordable_with_plan,installments,2024-06-18:2804.92|2024-07-16:2804.92|2024-08-13:2804.92|2024-09-10:2804.92|2024-10-08:2804.92|2024-11-05:2804.92|2024-12-03:2804.92|2024-12-31:2804.92|2025-01-28:2804.92|2025-02-25:2804.92|2025-03-25:2804.92|2025-04-22:2804.92|2025-05-20:2804.92|2025-06-17:2804.92|2025-07-15:2804.92|2025-08-12:2804.92|2025-09-09:2804.92|2025-10-07:2804.92|2025-11-04:2804.92|2025-12-02:2804.92|2025-12-30:2804.92,2024-06-04,none,"Use 21 installments of ZAR 2804.92, starting 04 June 2024. This leaves at least ZAR 114346.64 available."
request_245,65755.86,affordable_with_plan,installments,2025-11-06:9423.33|2025-12-06:9423.33|2026-01-05:9423.33|2026-02-04:9423.33|2026-03-06:9423.33|2026-04-05:9423.33|2026-05-05:9423.33|2026-06-04:9423.33|2026-07-04:9423.33|2026-08-03:9423.33|2026-09-02:9423.33|2026-10-02:9423.33|2026-11-01:9423.33|2026-12-01:9423.33|2026-12-31:9423.33,,none,"Use 15 installments of INR 9423.33, starting today. This leaves at least INR 122666.68 available."
request_246,64023.42,affordable_with_plan,installments,2026-04-03:22216.48|2026-05-03:22216.48|2026-06-02:22216.48,2026-04-03,none,"Use 3 installments of ZAR 22216.48, starting 03 April 2026. This leaves at least ZAR 135042.62 available."
request_247,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1300.00 minimum protected.
request_248,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1300.00 minimum protected.
request_249,342.33,affordable_with_plan,installments,2026-01-04:40.74|2026-02-04:40.74|2026-03-07:40.74|2026-04-07:40.74|2026-05-08:40.74|2026-06-08:40.74|2026-07-09:40.74|2026-08-09:40.74|2026-09-09:40.74|2026-10-10:40.74|2026-11-10:40.74|2026-12-11:40.74|2027-01-11:40.74|2027-02-11:40.74|2027-03-14:40.74|2027-04-14:40.74|2027-05-15:40.74|2027-06-15:40.74,,none,"Use 18 installments of USD 40.74, starting today. This leaves at least USD 820.18 available."
request_250,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 35300.00 minimum protected.
request_251,1512.12,affordable_with_plan,installments,2025-05-10:111.00|2025-06-09:111.00|2025-07-09:111.00|2025-08-08:111.00|2025-09-07:111.00|2025-10-07:111.00|2025-11-06:111.00|2025-12-06:111.00|2026-01-05:111.00|2026-02-04:111.00|2026-03-06:111.00|2026-04-05:111.00|2026-05-05:111.00|2026-06-04:111.00|2026-07-04:111.00,2025-05-03,none,"Use 15 installments of EUR 111.00, starting 03 May 2025. This leaves at least EUR 4315.55 available."
request_252,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 15152200.00 minimum protected.
request_253,2141.24,affordable_with_plan,installments,2024-03-07:159.59|2024-04-04:159.59|2024-05-02:159.59|2024-05-30:159.59|2024-06-27:159.59|2024-07-25:159.59|2024-08-22:159.59|2024-09-19:159.59|2024-10-17:159.59|2024-11-14:159.59|2024-12-12:159.59|2025-01-09:159.59|2025-02-06:159.59|2025-03-06:159.59|2025-04-03:159.59|2025-05-01:159.59|2025-05-29:159.59|2025-06-26:159.59|2025-07-24:159.59|2025-08-21:159.59|2025-09-18:159.59,,none,"Use 21 installments of EUR 159.59, starting today. This leaves at least EUR 3805.21 available."
request_254,1757.24,affordable_with_plan,installments,2025-08-07:259.25|2025-09-06:259.25|2025-10-06:259.25|2025-11-05:259.25|2025-12-05:259.25|2026-01-04:259.25|2026-02-03:259.25|2026-03-05:259.25|2026-04-04:259.25|2026-05-04:259.25|2026-06-03:259.25|2026-07-03:259.25|2026-08-02:259.25|2026-09-01:259.25|2026-10-01:259.25,,none,"Use 15 installments of USD 259.25, starting today. This leaves at least USD 3481.85 available."
request_255,3341733.4,affordable_with_plan,partial_payment,2026-04-06:3341733.40|2026-04-06:3266.60,2026-04-06,none,"Pay IDR 3341733.40 today, and the rest later. This protects the IDR 9813900.00 minimum."
request_256,218486.43,affordable_with_plan,installments,2024-06-17:12288.86|2024-07-15:12288.86|2024-08-12:12288.86|2024-09-09:12288.86|2024-10-07:12288.86|2024-11-04:12288.86|2024-12-02:12288.86|2024-12-30:12288.86|2025-01-27:12288.86|2025-02-24:12288.86|2025-03-24:12288.86|2025-04-21:12288.86|2025-05-19:12288.86|2025-06-16:12288.86|2025-07-14:12288.86|2025-08-11:12288.86|2025-09-08:12288.86|2025-10-06:12288.86|2025-11-03:12288.86|2025-12-01:12288.86|2025-12-29:12288.86,2024-06-03,none,"Use 21 installments of INR 12288.86, starting 03 June 2024. This leaves at least INR 358116.70 available."
request_257,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the USD 1600.00 minimum protected.
request_258,1112.51,affordable_with_plan,partial_payment,2026-01-07:1112.51|2026-01-07:1.09,2026-01-07,none,"Pay USD 1112.51 today, and the rest later. This protects the USD 500.00 minimum."
request_259,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 600.00 minimum protected.
request_260,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 20727700.00 minimum protected.
request_261,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the EUR 1500.00 minimum protected.
request_262,9226980.47,affordable_with_plan,partial_payment,2024-12-05:9226980.47|2024-12-05:9019.53,2024-12-05,none,"Pay IDR 9226980.47 today, and the rest later. This protects the IDR 31018500.00 minimum."
request_263,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the ZAR 24100.00 minimum protected.
request_264,39781.05,affordable_with_plan,installments,2026-04-18:7049.00|2026-05-19:7049.00|2026-06-19:7049.00|2026-07-20:7049.00|2026-08-20:7049.00|2026-09-20:7049.00|2026-10-21:7049.00|2026-11-21:7049.00|2026-12-22:7049.00|2027-01-22:7049.00|2027-02-22:7049.00|2027-03-25:7049.00|2027-04-25:7049.00|2027-05-26:7049.00|2027-06-26:7049.00|2027-07-27:7049.00|2027-08-27:7049.00|2027-09-27:7049.00,,none,"Use 18 installments of INR 7049.00, starting today. This leaves at least INR 78148.00 available."
request_265,45925.11,affordable_with_plan,partial_payment,2024-03-06:45925.11|2024-03-06:44.89,2024-03-06,none,"Pay INR 45925.11 today, and the rest later. This protects the INR 189700.00 minimum."
request_266,934.09,affordable_with_plan,installments,2025-08-06:68.57|2025-09-05:68.57|2025-10-05:68.57|2025-11-04:68.57|2025-12-04:68.57|2026-01-03:68.57|2026-02-02:68.57|2026-03-04:68.57|2026-04-03:68.57|2026-05-03:68.57|2026-06-02:68.57|2026-07-02:68.57|2026-08-01:68.57|2026-08-31:68.57|2026-09-30:68.57,2025-08-03,none,"Use 15 installments of EUR 68.57, starting 03 August 2025. This leaves at least EUR 2149.21 available."
request_267,1923.12,affordable_with_plan,installments,2026-01-12:121.92|2026-02-12:121.92|2026-03-15:121.92|2026-04-15:121.92|2026-05-16:121.92|2026-06-16:121.92|2026-07-17:121.92|2026-08-17:121.92|2026-09-17:121.92|2026-10-18:121.92|2026-11-18:121.92|2026-12-19:121.92|2027-01-19:121.92|2027-02-19:121.92|2027-03-22:121.92|2027-04-22:121.92|2027-05-23:121.92|2027-06-23:121.92,2026-01-05,none,"Use 18 installments of EUR 121.92, starting 05 January 2026. This leaves at least EUR 3283.22 available."
request_268,1511.89,affordable_with_plan,installments,2024-06-21:136.35|2024-07-19:136.35|2024-08-16:136.35|2024-09-13:136.35|2024-10-11:136.35|2024-11-08:136.35|2024-12-06:136.35|2025-01-03:136.35|2025-01-31:136.35|2025-02-28:136.35|2025-03-28:136.35|2025-04-25:136.35|2025-05-23:136.35|2025-06-20:136.35|2025-07-18:136.35|2025-08-15:136.35|2025-09-12:136.35|2025-10-10:136.35|2025-11-07:136.35|2025-12-05:136.35|2026-01-02:136.35,,none,"Use 21 installments of EUR 136.35, starting today. This leaves at least EUR 2503.47 available."
request_269,15474.87,affordable_with_plan,installments,2025-11-04:1068.81|2025-12-04:1068.81|2026-01-03:1068.81|2026-02-02:1068.81|2026-03-04:1068.81|2026-04-03:1068.81|2026-05-03:1068.81|2026-06-02:1068.81|2026-07-02:1068.81|2026-08-01:1068.81|2026-08-31:1068.81|2026-09-30:1068.81|2026-10-30:1068.81|2026-11-29:1068.81|2026-12-29:1068.81,2025-11-04,none,"Use 15 installments of ZAR 1068.81, starting 04 November 2025. This leaves at least ZAR 41032.66 available."
request_270,535.36,affordable_with_plan,installments,2026-07-20:153.96|2026-08-19:153.96|2026-09-18:153.96|2026-10-18:153.96|2026-11-17:153.96|2026-12-17:153.96|2027-01-16:153.96|2027-02-15:153.96|2027-03-17:153.96|2027-04-16:153.96|2027-05-16:153.96|2027-06-15:153.96|2027-07-15:153.96|2027-08-14:153.96|2027-09-13:153.96|2027-10-13:153.96|2027-11-12:153.96|2027-12-12:153.96|2028-01-11:153.96|2028-02-10:153.96|2028-03-11:153.96|2028-04-10:153.96|2028-05-10:153.96|2028-06-09:153.96,,none,"Use 24 installments of USD 153.96, starting today. This leaves at least USD 1473.52 available."
request_271,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the INR 58200.00 minimum protected.
request_272,8809023.44,affordable_with_plan,installments,2025-02-19:996233.33|2025-03-21:996233.33|2025-04-20:996233.33|2025-05-20:996233.33|2025-06-19:996233.33|2025-07-19:996233.33|2025-08-18:996233.33|2025-09-17:996233.33|2025-10-17:996233.33|2025-11-16:996233.33|2025-12-16:996233.33|2026-01-15:996233.33|2026-02-14:996233.33|2026-03-16:996233.33|2026-04-15:996233.33,,none,"Use 15 installments of IDR 996233.33, starting today. This leaves at least IDR 13335824.01 available."
request_273,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 18774600.00 minimum protected.
request_274,2711.05,affordable_with_plan,installments,2024-12-07:152.48|2025-01-04:152.48|2025-02-01:152.48|2025-03-01:152.48|2025-03-29:152.48|2025-04-26:152.48|2025-05-24:152.48|2025-06-21:152.48|2025-07-19:152.48|2025-08-16:152.48|2025-09-13:152.48|2025-10-11:152.48|2025-11-08:152.48|2025-12-06:152.48|2026-01-03:152.48|2026-01-31:152.48|2026-02-28:152.48|2026-03-28:152.48|2026-04-25:152.48|2026-05-23:152.48|2026-06-20:152.48,2024-12-04,none,"Use 21 installments of EUR 152.48, starting 04 December 2024. This leaves at least EUR 4237.39 available."
request_275,0.0,not_affordable,not_recommended,none,,none,Do not make this payment. None of the available options keeps the IDR 12760100.00 minimum protected.
